Name,ARGENTINE REPUBLIC SNR CR1414 5Y $ - CDS PREM. MID,BQ CENTE DE TUNISIE SNR CR14 5Y E - CDS PREM. MID,BOLIVARIAN REP VENA SNR CR14 5Y $ - CDS PREM. MID,CZECH REPUBLIC SNR CR14 5Y E - CDS PREM. MID,DOMINICAN REPUBLIC SNR CR14 5Y $ - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 5Y E - CDS PREM. MID,"BRAZIL, REPUBLIC OF SNR CR14 5Y E - CDS PREM. MID",FRANCE (GOVERNMENT) SNR CR 5Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 5Y E - CDS PREM. MID,HK SPECIAL ADM REGN SNR CR14 5Y $ - CDS PREM. MID,IRELAND SNR CR 5Y E - CDS PREM. MID,JAMAICA SNR CR14 5Y $ - CDS PREM. MID,JAPAN SNR CR 5Y Y - CDS PREM. MID,KINGDOM OF BAHRAIN SNR CR14 5Y $ - CDS PREM. MID,KINGDOM OF BELGIUM SNR CR 5Y E - CDS PREM. MID,KINGDOM OF DENMARK SNR CR 5Y E - CDS PREM. MID,KINGDOM OF NORWAY SNR CR 5Y $ - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 5Y E - CDS PREM. MID,KINGDOM OF SWEDEN SNR CR 5Y E - CDS PREM. MID,KINGDOM OF THAILAND SNR CR14 5Y $ - CDS PREM. MID,KINGDOM OF NETH. SNR CR 5Y $ - CDS PREM. MID,REPUBLIC OF LEBANON SNR CR14 5Y $ - CDS PREM. MID,MALAYSIA SNR CR14 5Y E - CDS PREM. MID,NEW ZEALAND GVT SNR MR 5Y $ - CDS PREM. MID,ORIENTAL REP URUGUAY SNR CR14 5Y $ - CDS PREM. MID,PEOPLES REP OF CHINA SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF BULGARIA SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF CHILE SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF COLOMBIA SNR CR14 5Y E - CDS PREM. MID,REP OF COSTA RICA SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF CROATIA SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 5Y E - CDS PREM. MID,REP OF EL SALVADOR SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF ESTONIA SNR CR14 5Y E - CDS PREM. MID,REP OF GUATEMALA SNR CR14 5Y $ - CDS PREM. MID,HUNGARY SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF ICELAND SNR CR 5Y E - CDS PREM. MID,REP OF INDONESIA SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF IRAQ SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF ITALY SNR CR 5Y E - CDS PREM. MID,REP OF KAZAKHSTAN SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF LATVIA SNR CR14 5Y E - CDS PREM. MID,REP OF LITHUANIA SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF MALTA SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF PANAMA SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF PERU SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF POLAND SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 5Y E - CDS PREM. MID,REPUBLIC OF SERBIA SNR CR14 5Y $ - CDS PREM. MID,REP OF SINGAPORE SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF SLOVENIA SNR CR14 5Y E - CDS PREM. MID,REP OF SOUTH AFRICA SNR CR14 5Y E - CDS PREM. MID,REP OF PHILIPINES SNR CR14 5Y E - CDS PREM. MID,REPUBLIC OF TURKEY SNR CR14 5Y E - CDS PREM. MID,ROMANIA SNR CR14 5Y E - CDS PREM. MID,GOVT OF RUSSIA SNR CR14 5Y E - CDS PREM. MID,SLOVAK REPUBLIC SNR CR14 5Y E - CDS PREM. MID,GOVT OF VIETNAM SNR CR14 5Y $ - CDS PREM. MID,STATE OF ISRAEL SNR CR14 5Y E - CDS PREM. MID,STATE OF QATAR SNR CR14 5Y E - CDS PREM. MID,UKRAINE SNR CR14 5Y SF - CDS PREM. MID,UK AND NI SNR CR 5Y E - CDS PREM. MID,UNITED MX STATES SNR CR14 5Y $ - CDS PREM. MID,REPUBLIC OF FINLAND SNR CR 5Y $ - CDS PREM. MID,REPUBLIC OF KOREA SNR CR14 5Y $ - CDS PREM. MID,KINGDOM OF MOROCCO SNR CR14 5Y $ - CDS PREM. MID,USA (GOVERNMENT) SNR CR 5Y E - CDS PREM. MID,COMMONWEALTH OF AU SNR MR 5Y $ - CDS PREM. MID
12/14/07,NA,NA,NA,NA,234,NA,100.3,NA,16.89999,NA,NA,NA,NA,NA,11.5,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,45,NA,NA,NA,16.375,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,85.64999,NA,NA,NA,33,NA,NA,NA,NA,44.5,70,NA,NA
12/17/07,NA,NA,NA,NA,234,NA,105.3,NA,17.14999,NA,NA,NA,NA,NA,11.25,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,48,NA,NA,NA,16.625,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,87.98,NA,NA,NA,34,NA,NA,NA,NA,45.5,70,NA,NA
12/18/07,462.3999,NA,NA,NA,234,NA,107.3,NA,18.64999,NA,NA,NA,NA,NA,11.75,NA,NA,17.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,55,NA,NA,NA,17.875,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.89999,NA,NA,NA,35,NA,NA,NA,NA,46,70,NA,NA
12/19/07,462.3999,NA,NA,NA,237,NA,105.3,NA,18.89999,NA,NA,NA,NA,NA,12.25,NA,NA,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,18.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.89999,NA,NA,NA,35,NA,NA,NA,NA,45.5,70,NA,NA
12/20/07,462.3999,NA,NA,NA,247.6814,NA,107.1956,NA,18.89999,NA,NA,NA,NA,NA,12.25,NA,NA,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,18.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.5,NA,NA,NA,35,NA,NA,NA,NA,45.5,70,NA,NA
12/21/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.5,NA,NA,NA,35,NA,NA,NA,NA,46,70,NA,NA
12/24/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.5,NA,NA,NA,35,NA,NA,NA,NA,46,70,NA,NA
12/25/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.5,NA,NA,NA,35,NA,NA,NA,NA,46,70,NA,NA
12/26/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,88.5,NA,NA,NA,35,NA,NA,NA,NA,46,70,NA,NA
12/27/07,462.3999,NA,NA,NA,242,6.275,98.29999,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,83.5,NA,NA,NA,35,NA,NA,NA,NA,45.5,70,NA,NA
12/28/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,85.59999,NA,NA,NA,35,NA,NA,NA,NA,46.5,70,NA,NA
12/31/07,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,85.45999,NA,NA,NA,35,NA,NA,NA,NA,46.5,70,NA,NA
1/1/08,462.3999,NA,NA,NA,242,6.275,100.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,85.45999,NA,NA,NA,35,NA,NA,NA,NA,46.5,70,NA,NA
1/2/08,467.3999,NA,NA,NA,242,6.275,108.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,55,NA,NA,NA,21.125,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,89.03,NA,NA,NA,35,NA,NA,71.89999,NA,46.5,70,NA,NA
1/3/08,467.3999,NA,NA,NA,242,6.275,107.3,7.8,21.89999,NA,NA,NA,NA,NA,14.5,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,58,NA,NA,NA,21.375,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,92.25,NA,NA,NA,35,NA,NA,71.89999,NA,46.5,70,NA,NA
1/4/08,490.3999,NA,NA,NA,242,6.275,116.3,7.8,22.89999,NA,NA,NA,NA,NA,14.5,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,68,NA,NA,NA,24.375,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,98.34999,NA,NA,NA,41,NA,NA,81.89999,NA,47.78949,70,NA,NA
1/7/08,486.3999,NA,NA,NA,242,6.275,115.3,8.3,23.39999,NA,NA,NA,NA,NA,15,NA,NA,22.25,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,72,NA,NA,NA,24.375,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,98.09,NA,NA,NA,41,NA,NA,82.89999,NA,47.78949,70,7.5,NA
1/8/08,486.3999,NA,NA,NA,242,6.275,114.3,8.3,23.89999,NA,NA,NA,NA,NA,15,NA,NA,22.25,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,69,NA,NA,NA,24.875,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,94.23999,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,7.5,NA
1/9/08,486.3999,NA,NA,NA,242,7.9,123.3,8.3,26.89999,NA,NA,NA,NA,NA,15.5,NA,NA,23.25,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,80,NA,NA,NA,27.375,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,100.24,NA,NA,NA,45,NA,NA,82.89999,NA,47.78949,70,8,NA
1/10/08,486.3999,NA,NA,NA,242,8.25,119.3,10.77,29.5,NA,NA,NA,NA,NA,18,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,82,NA,NA,NA,30.375,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,103.87,NA,NA,NA,45,NA,NA,82.89999,NA,47.78949,70,8,NA
1/11/08,486.3999,NA,NA,NA,242,8.25,118.3,10.77,29.5,NA,NA,NA,NA,NA,18,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,80,NA,NA,NA,32.625,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,102.81,NA,NA,NA,45,NA,NA,82.89999,NA,47.78949,70,8,NA
1/14/08,486.3999,NA,NA,NA,242,8.25,119.3,11.27,32,NA,NA,NA,NA,NA,19,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,78,NA,NA,NA,32.625,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,102.81,NA,NA,NA,45,NA,NA,82.89999,NA,47.78949,70,8,NA
1/15/08,486.3999,NA,NA,NA,242,8.25,126.3,11.77,31.5,NA,NA,NA,NA,NA,19,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,74,NA,NA,NA,32.375,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,105.32,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,8,NA
1/16/08,486.3999,NA,NA,NA,242,8.25,126.3,11.52,32.5,NA,NA,NA,NA,NA,19,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,17,NA,NA,175,79,NA,NA,NA,32.625,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,108.95,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,8,NA
1/17/08,486.3999,NA,NA,NA,262,8.25,134.3,11.52,32.75,NA,NA,NA,NA,NA,19,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,17,NA,NA,180,79,NA,NA,NA,32.625,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,111.95,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,8,NA
1/18/08,486.3999,NA,NA,NA,262,8.25,142.3,11.52,37.14999,NA,NA,NA,NA,NA,21.5,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,17,NA,NA,182.5,79,NA,NA,NA,32.625,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,114.06,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,8,NA
1/21/08,486.3999,NA,NA,NA,262,8.25,142.3,11.52,37.14999,NA,NA,NA,NA,NA,21.5,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,17,NA,NA,182.5,79,NA,NA,NA,32.625,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,114.06,NA,NA,NA,43,NA,NA,82.89999,NA,47.78949,70,8,NA
1/22/08,486.3999,NA,NA,NA,282,8.75,149.3,13.08,40.89999,NA,NA,NA,NA,NA,23.5,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,21,NA,NA,187.5,89,NA,NA,NA,37.875,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,114.06,NA,NA,NA,48,NA,NA,82.89999,NA,47.78949,70,8,NA
1/23/08,486.3999,NA,NA,NA,282,8,158.3,12.03,41.89999,NA,NA,NA,NA,NA,23.5,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,21,NA,NA,196.5,85,NA,NA,NA,38.375,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,134.39,NA,NA,NA,48,NA,NA,82.89999,NA,47.78949,70,8,NA
1/24/08,486.3999,NA,NA,NA,282,7.25,137.3,11.51,43.39999,NA,NA,NA,NA,NA,23.5,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,192.5,76,NA,NA,NA,36.375,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,120.4,NA,NA,NA,41,NA,NA,82.89999,NA,47.78949,70,8,NA
1/25/08,486.3999,NA,NA,NA,282,7.25,133.3,11.51,44.39999,NA,NA,NA,NA,NA,22.5,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,182.5,73,NA,NA,NA,37.125,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,117.4,NA,NA,NA,41,NA,NA,82.89999,NA,47.78949,70,8,NA
1/28/08,486.3999,NA,NA,NA,282,6.75,136.3,10.5,44.39999,NA,NA,NA,NA,NA,22.5,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,182.5,79,NA,NA,NA,37.375,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,122.4,NA,NA,NA,45,NA,NA,82.89999,NA,47.78949,70,8,NA
1/29/08,486.3999,NA,NA,NA,282,6.75,131.3,10.5,44.39999,NA,NA,NA,NA,NA,22.25,NA,NA,27.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,182.5,76,NA,NA,NA,37.375,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,117.4,NA,NA,NA,42,NA,NA,82.89999,NA,47.78949,70,8,NA
1/30/08,486.3999,69.99075,NA,NA,282,6.5,131.3,10,44.39999,NA,NA,NA,NA,NA,21.25,NA,NA,27.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,182.5,76,NA,NA,NA,37.375,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,17.99608,NA,NA,NA,NA,116.39,NA,NA,NA,39.98854,NA,NA,82.89999,NA,47.78949,70,7,NA
1/31/08,486.3999,72.5,NA,NA,282,6.5,131.3,10,44.89999,NA,NA,NA,NA,NA,21.25,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,18,NA,NA,182.5,76,NA,NA,NA,37.375,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,118.54,NA,NA,NA,40,NA,NA,82.89999,NA,47.78949,70,7,NA
2/1/08,486.3999,72.5,NA,NA,282,6.5,131.3,10,44.89999,NA,NA,NA,NA,NA,21.25,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,19,NA,NA,182.5,76,NA,NA,NA,37.375,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,118.54,NA,NA,NA,40,NA,NA,82.89999,NA,47.78949,70,7,NA
2/4/08,486.3999,72.5,NA,NA,282,6.5,131.3,10,44.89999,NA,NA,NA,NA,NA,21.25,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,19,NA,NA,182.5,76,NA,NA,NA,37.375,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,117.61,NA,NA,NA,40,NA,NA,82.89999,NA,47.78949,70,7,NA
2/5/08,486.3999,72.5,NA,NA,282,6.5,140.3,10,44.89999,NA,NA,NA,NA,NA,21.25,NA,NA,28.75,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,20,NA,NA,182.5,76,NA,NA,NA,37.625,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,125.7,NA,NA,NA,42,NA,NA,82.89999,NA,47.78949,70,6.5,NA
2/6/08,486.3999,72.5,NA,NA,282,6.5,140.3,10,45.14999,NA,NA,NA,NA,NA,21.75,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,29.2365,NA,NA,NA,NA,NA,NA,24,NA,NA,182.5,76,NA,NA,NA,37.625,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,125.7,NA,NA,NA,42,NA,NA,82.89999,NA,47.78949,70,6.5,NA
2/7/08,486.3999,72.5,NA,NA,282,6.5,140.3,10,45.14999,NA,NA,NA,NA,NA,21.75,NA,NA,28.5,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,24,NA,NA,182.5,76,NA,NA,NA,37.625,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,128.7,NA,NA,NA,42,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/8/08,486.3999,72.5,NA,NA,282,7,140.3,10,47.89999,NA,NA,NA,NA,NA,23.25,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,30,NA,NA,182.5,76,NA,NA,NA,41.125,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,132.87,NA,NA,NA,42,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/11/08,486.3999,72.5,NA,NA,282,7.5,140.3,11.82,51.89999,NA,NA,NA,NA,NA,23.25,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,36,NA,NA,182.5,76,NA,NA,NA,41.625,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,136.77,NA,NA,NA,50,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/12/08,486.3999,72.5,NA,NA,282,8.1,140.3,9.5,54.89999,NA,NA,NA,NA,NA,24.25,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,40,NA,NA,182.5,76,NA,NA,NA,44.875,NA,NA,NA,35,NA,NA,NA,39.5,NA,NA,30,NA,NA,NA,NA,135.77,NA,NA,NA,50,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/13/08,486.3999,72.5,NA,NA,282,7.85,140.3,9.5,53.39999,NA,NA,NA,NA,NA,23.75,NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,40,NA,NA,182.5,76,NA,NA,NA,43.125,NA,NA,NA,35,NA,NA,NA,37,NA,NA,30,NA,NA,NA,NA,136.18,NA,NA,NA,50,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/14/08,486.3999,72.5,NA,NA,282,7.85,140.3,9.5,51.89999,NA,NA,NA,NA,NA,22.75,NA,NA,34.25,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,40,NA,NA,182.5,76,NA,NA,NA,41.875,NA,NA,NA,35,NA,NA,NA,36,NA,NA,30,NA,NA,NA,NA,131.24,NA,NA,NA,46,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/15/08,486.3999,72.5,NA,NA,282,7.7,140.3,11.31,51.89999,NA,NA,NA,NA,NA,22.75,NA,NA,34.25,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,40,NA,NA,182.5,76,NA,NA,NA,42.125,NA,NA,NA,35,NA,NA,NA,36,NA,NA,32,NA,NA,NA,NA,134.99,NA,NA,NA,46,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/18/08,486.3999,72.5,NA,NA,282,7.7,140.3,9.5,51.89999,NA,NA,NA,NA,NA,22.75,NA,NA,34.25,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,40,NA,NA,182.5,76,NA,NA,NA,42.125,NA,NA,NA,35,NA,NA,NA,36,NA,NA,32,NA,NA,NA,NA,134.99,NA,NA,NA,46,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/19/08,486.3999,72.5,NA,NA,282,7.7,140.3,10,52.14999,NA,NA,NA,NA,NA,22.75,NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,37,NA,NA,182.5,76,NA,NA,NA,42.375,NA,NA,NA,32,NA,NA,NA,36,NA,NA,32,NA,NA,NA,NA,131.93,NA,NA,NA,46,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/20/08,486.3999,72.5,NA,NA,282,7.7,140.3,10.5,53.14999,NA,NA,NA,NA,NA,22.75,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,37,NA,NA,182.5,76,NA,NA,NA,43.375,NA,NA,NA,32,NA,NA,NA,38,NA,NA,32,NA,NA,NA,NA,134.34,NA,NA,NA,48,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/21/08,486.3999,72.5,NA,NA,282,7.7,140.3,10.5,53.89999,NA,NA,NA,NA,NA,22.75,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,37,NA,NA,182.5,76,NA,NA,NA,44.125,NA,NA,NA,32,NA,NA,NA,38.5,NA,NA,29,NA,NA,NA,NA,131.1,NA,NA,NA,50,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/22/08,486.3999,72.5,NA,NA,282,7.7,140.3,10.5,53.89999,NA,NA,NA,NA,NA,22.75,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,37,NA,NA,182.5,76,NA,NA,NA,44.125,NA,NA,NA,32,NA,NA,NA,38.5,NA,NA,28,NA,NA,NA,NA,132.59,NA,NA,NA,51,NA,NA,82.89999,NA,75.60899,70,6.5,NA
2/25/08,486.3999,72.5,NA,NA,282,7.7,140.3,10.5,53.89999,NA,NA,NA,NA,NA,22.75,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,54.63599,NA,NA,NA,NA,NA,NA,37,NA,NA,182.5,76,NA,NA,NA,44.125,NA,NA,NA,32,NA,NA,NA,38.5,NA,NA,29,NA,NA,NA,NA,129.59,NA,NA,NA,51,NA,NA,82.89999,NA,75.60899,70,6.5,NA
