Name,ARGENTINE REPUBLIC SNR CR14 10Y $ - CDS PREM. MID,BQ CENTE DE TUNISIE SNR CR14 10Y E - CDS PREM. MID,BOLIVARIAN REP VENA SNR CR14 10Y $ - CDS PREM. MID,CZECH REPUBLIC SNR CR14 10Y E - CDS PREM. MID,DOMINICAN REPUBLIC SNR CR14 10Y $ - CDS PREM. MID,FEDERAL REP GERMANY SNR CR 10Y E - CDS PREM. MID,"BRAZIL, REPUBLIC OF SNR CR14 10Y E - CDS PREM. MID",FRANCE (GOVERNMENT) SNR CR 10Y E - CDS PREM. MID,HELLENIC REPUBLIC SNR CR 10Y E - CDS PREM. MID,HK SPECIAL ADM REGN SNR CR14 10Y $ - CDS PREM. MID,IRELAND SNR CR 10Y E - CDS PREM. MID,JAMAICA SNR CR14 10Y $ - CDS PREM. MID,JAPAN SNR CR 10Y Y - CDS PREM. MID,KINGDOM OF BAHRAIN SNR CR14 10Y $ - CDS PREM. MID,KINGDOM OF BELGIUM SNR CR 10Y E - CDS PREM. MID,KINGDOM OF DENMARK SNR CR 10Y E - CDS PREM. MID,KINGDOM OF NORWAY SNR CR 10Y $ - CDS PREM. MID,KINGDOM OF SPAIN SNR CR 10Y E - CDS PREM. MID,KINGDOM OF SWEDEN SNR CR 10Y E - CDS PREM. MID,KINGDOM OF THAILAND SNR CR14 10Y $ - CDS PREM. MID,KINGDOM OF NETH. SNR CR 10Y $ - CDS PREM. MID,REPUBLIC OF LEBANON SNR CR14 10Y $ - CDS PREM. MID,MALAYSIA SNR CR14 10Y E - CDS PREM. MID,NEW ZEALAND GVT SNR MR 10Y $ - CDS PREM. MID,ORIENTAL REP URUGUAY SNR CR14 10Y $ - CDS PREM. MID,PEOPLES REP OF CHINA SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF AUSTRIA SNR CR 10Y E - CDS PREM. MID,REPUBLIC OF BULGARIA SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF CHILE SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF COLOMBIA SNR CR14 10Y E - CDS PREM. MID,REP OF COSTA RICA SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF CROATIA SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF CYPRUS SNR CR 10Y E - CDS PREM. MID,REP OF EL SALVADOR SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF ESTONIA SNR CR14 10Y E - CDS PREM. MID,REP OF GUATEMALA SNR CR14 10Y $ - CDS PREM. MID,HUNGARY SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF ICELAND SNR CR 10Y E - CDS PREM. MID,REP OF INDONESIA SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF IRAQ SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF ITALY SNR CR 10Y E - CDS PREM. MID,REP OF KAZAKHSTAN SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF LATVIA SNR CR14 10Y E - CDS PREM. MID,REP OF LITHUANIA SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF MALTA SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF PANAMA SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF PERU SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF POLAND SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF PORTUGAL SNR CR 10Y E - CDS PREM. MID,REPUBLIC OF SERBIA SNR CR14 10Y $ - CDS PREM. MID,REP OF SINGAPORE SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF SLOVENIA SNR CR14 10Y E - CDS PREM. MID,REP OF SOUTH AFRICA SNR CR14 10Y E - CDS PREM. MID,REP OF PHILIPINES SNR CR14 10Y E - CDS PREM. MID,REPUBLIC OF TURKEY SNR CR14 10Y E - CDS PREM. MID,ROMANIA SNR CR14 10Y E - CDS PREM. MID,GOVT OF RUSSIA SNR CR14 10Y E - CDS PREM. MID,SLOVAK REPUBLIC SNR CR14 10Y E - CDS PREM. MID,GOVT OF VIETNAM SNR CR14 10Y $ - CDS PREM. MID,STATE OF ISRAEL SNR CR14 10Y E - CDS PREM. MID,STATE OF QATAR SNR CR14 10Y E - CDS PREM. MID,UKRAINE SNR CR14 10Y SF - CDS PREM. MID,UK AND NI SNR CR 10Y E - CDS PREM. MID,UNITED MX STATES SNR CR14 10Y $ - CDS PREM. MID,REPUBLIC OF FINLAND SNR CR 10Y $ - CDS PREM. MID,REPUBLIC OF KOREA SNR CR14 10Y $ - CDS PREM. MID,KINGDOM OF MOROCCO SNR CR14 10Y $ - CDS PREM. MID,USA (GOVERNMENT) SNR CR 10Y E - CDS PREM. MID,COMMONWEALTH OF AU SNR MR 10Y $ - CDS PREM. MID
12/14/2007,NA,NA,NA,NA,300,NA,134.9,NA,25.5,NA,NA,NA,NA,NA,15.75,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,58,NA,NA,NA,24.5,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,55.5,90,NA,NA
12/17/2007,NA,NA,NA,NA,300,NA,139.9,NA,25.75,NA,NA,NA,NA,NA,15.5,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,60,NA,NA,NA,24.75,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,56.5,90,NA,NA
12/18/2007,557.3999,NA,NA,NA,300,NA,142.9,NA,26.5,NA,NA,NA,NA,NA,16,NA,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,68,NA,NA,NA,25.75,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57,90,NA,NA
12/19/2007,557.3999,NA,NA,NA,303,NA,140.9,NA,26.75,NA,NA,NA,NA,NA,16.25,NA,NA,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,26,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,56.5,90,NA,NA
12/20/2007,557.3999,NA,NA,NA,309.6494,NA,141.5386,NA,26.75,NA,NA,NA,NA,NA,16.25,NA,NA,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,26,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,56.5,90,NA,NA
12/21/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57,90,NA,NA
12/24/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57,90,NA,NA
12/25/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57,90,NA,NA
12/26/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57,90,NA,NA
12/27/2007,557.3999,NA,NA,NA,308,9.25,133.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,56.5,90,NA,NA
12/28/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57.5,90,NA,NA
12/31/2007,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57.5,90,NA,NA
1/1/2008,557.3999,NA,NA,NA,308,9.25,135.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,57.5,90,NA,NA
1/2/2008,559.3999,NA,NA,NA,308,9.25,143.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,68,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,88.59999,NA,57.5,90,NA,NA
1/3/2008,559.3999,NA,NA,NA,308,9.25,142.9,11.525,30,NA,NA,NA,NA,NA,19.75,NA,NA,26.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,71,NA,NA,NA,29.25,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,88.59999,NA,57.5,90,NA,NA
1/4/2008,587.3999,NA,NA,NA,308,9.75,153.9,12.025,31,NA,NA,NA,NA,NA,19.75,NA,NA,27.25,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,81,NA,NA,NA,32.25,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,99.59999,NA,54.8575,90,NA,NA
1/7/2008,582.3999,NA,NA,NA,308,9.75,152.9,12.525,31.5,NA,NA,NA,NA,NA,20.25,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,85,NA,NA,NA,32.25,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,102.6,NA,54.8575,90,10.75,NA
1/8/2008,582.3999,NA,NA,NA,308,9.75,151.9,12.525,32.25,NA,NA,NA,NA,NA,20.25,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,82,NA,NA,NA,32.75,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,102.6,NA,54.8575,90,10.75,NA
1/9/2008,582.3999,NA,NA,NA,308,11,160.9,12.525,35.25,NA,NA,NA,NA,NA,20.75,NA,NA,29.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,92,NA,NA,NA,36.25,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/10/2008,582.3999,NA,NA,NA,308,11.25,156.9,14.1,37.84999,NA,NA,NA,NA,NA,23.25,NA,NA,32.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,96,NA,NA,NA,39.25,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/11/2008,582.3999,NA,NA,NA,308,11.25,155.9,14.1,37.84999,NA,NA,NA,NA,NA,23.25,NA,NA,32.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,94,NA,NA,NA,41.5,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/14/2008,582.3999,NA,NA,NA,308,11.25,156.9,14.6,40.59999,NA,NA,NA,NA,NA,24.25,NA,NA,33.5,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,92,NA,NA,NA,41.5,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/15/2008,582.3999,NA,NA,NA,308,11.25,163.9,14.85,40.09999,NA,NA,NA,NA,NA,24.25,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,89,NA,NA,NA,41.25,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/16/2008,582.3999,NA,NA,NA,308,11.25,163.9,14.85,41.59999,NA,NA,NA,NA,NA,24.25,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,24,NA,NA,215.5,94,NA,NA,NA,41.5,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/17/2008,582.3999,NA,NA,NA,328,11.25,172.9,14.85,41.84999,NA,NA,NA,NA,NA,24.25,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,24,NA,NA,220.5,94,NA,NA,NA,41.5,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/18/2008,582.3999,NA,NA,NA,328,11.25,182.9,14.85,46.25,NA,NA,NA,NA,NA,26.75,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,24,NA,NA,223,94,NA,NA,NA,42,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/21/2008,582.3999,NA,NA,NA,328,11.25,182.9,14.85,46.25,NA,NA,NA,NA,NA,26.75,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,24,NA,NA,223,94,NA,NA,NA,42,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/22/2008,582.3999,NA,NA,NA,348,11.75,188.9,16.41248,50.5,NA,NA,NA,NA,NA,28.75,NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,28,NA,NA,228,104,NA,NA,NA,47.75,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/23/2008,582.3999,NA,NA,NA,348,11,197.9,15.3625,51.5,NA,NA,NA,NA,NA,28.75,NA,NA,34.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,28,NA,NA,237,99,NA,NA,NA,48,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/24/2008,582.3999,NA,NA,NA,348,10.25,176.9,14.8375,52.5,NA,NA,NA,NA,NA,28.75,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,233,93,NA,NA,NA,46,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/25/2008,582.3999,NA,NA,NA,348,10.25,173.9,14.8375,52.5,NA,NA,NA,NA,NA,28.75,NA,NA,33.75,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,223,89,NA,NA,NA,46.25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/28/2008,582.3999,NA,NA,NA,348,9.75,174.9,14.325,52.5,NA,NA,NA,NA,NA,28.75,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,223,95,NA,NA,NA,46.5,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/29/2008,582.3999,NA,NA,NA,348,9.75,170.9,14.325,53,NA,NA,NA,NA,NA,28.5,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,223,92,NA,NA,NA,46.5,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,102.6,NA,54.8575,90,11.25,NA
1/30/2008,582.3999,87.49834,NA,NA,348,9.5,170.9,13.825,53,NA,NA,NA,NA,NA,27,NA,NA,34.25,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,223,92,NA,NA,NA,46.25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,24.99731,NA,NA,NA,NA,NA,NA,NA,NA,49.99667,NA,NA,102.6,NA,54.8575,90,10.25,NA
1/31/2008,582.3999,90,NA,NA,348,9.5,170.9,13.825,54,NA,NA,NA,NA,NA,27,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,25,NA,NA,223,92,NA,NA,NA,46.25,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,102.6,NA,54.8575,90,10.25,NA
2/1/2008,582.3999,90,NA,NA,348,9.5,170.9,13.825,54,NA,NA,NA,NA,NA,27,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,26,NA,NA,223,92,NA,NA,NA,46,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,102.6,NA,54.8575,90,10.25,NA
2/4/2008,582.3999,90,NA,NA,348,9.5,170.9,13.825,54,NA,NA,NA,NA,NA,27,NA,NA,34.875,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,26,NA,NA,223,92,NA,NA,NA,46,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,102.6,NA,54.8575,90,10.25,NA
2/5/2008,582.3999,90,NA,NA,348,9.5,179.9,13.825,54,NA,NA,NA,NA,NA,27,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,27,NA,NA,223,92,NA,NA,NA,46.25,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,102.6,NA,54.8575,90,10.25,NA
2/6/2008,582.3999,90,NA,NA,348,9.25,179.9,13.825,54.25,NA,NA,NA,NA,NA,27.5,NA,NA,35.25,NA,NA,NA,NA,NA,NA,NA,38.82199,NA,NA,NA,NA,NA,NA,32,NA,NA,223,92,NA,NA,NA,46.25,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,102.6,NA,54.8575,90,10.25,NA
2/7/2008,582.3999,90,NA,NA,348,9.25,179.9,13.825,54.25,NA,NA,NA,NA,NA,27.5,NA,NA,35.25,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,32,NA,NA,223,92,NA,NA,NA,46.25,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/8/2008,582.3999,90,NA,NA,348,9.75,179.9,13.825,57,NA,NA,NA,NA,NA,29,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,38,NA,NA,223,92,NA,NA,NA,50,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/11/2008,582.3999,90,NA,NA,348,10.25,179.9,15.65,61,NA,NA,NA,NA,NA,29,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,44,NA,NA,223,92,NA,NA,NA,50.5,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/12/2008,582.3999,90,NA,NA,348,10.9,179.9,15.4,64,NA,NA,NA,NA,NA,29.5,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,48,NA,NA,223,92,NA,NA,NA,53.75,NA,NA,NA,43,NA,NA,NA,46.5,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/13/2008,582.3999,90,NA,NA,348,10.9,179.9,15.4,62.5,NA,NA,NA,NA,NA,29,NA,NA,41.75,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,48,NA,NA,223,92,NA,NA,NA,52,NA,NA,NA,43,NA,NA,NA,44,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/14/2008,582.3999,90,NA,NA,348,10.9,179.9,15.9,61,NA,NA,NA,NA,NA,28,NA,NA,41.25,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,48,NA,NA,223,92,NA,NA,NA,50.75,NA,NA,NA,43,NA,NA,NA,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/15/2008,582.3999,90,NA,NA,348,10.75,179.9,15.6375,61,NA,NA,NA,NA,NA,28,NA,NA,41.25,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,48,NA,NA,223,92,NA,NA,NA,51,NA,NA,NA,43,NA,NA,NA,43,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/18/2008,582.3999,90,NA,NA,348,10.75,179.9,15.6375,61,NA,NA,NA,NA,NA,28,NA,NA,41.25,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,48,NA,NA,223,92,NA,NA,NA,51,NA,NA,NA,43,NA,NA,NA,43,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/19/2008,582.3999,90,NA,NA,348,10.75,179.9,15.8875,61.25,NA,NA,NA,NA,NA,28,NA,NA,41.75,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,51.5,NA,NA,NA,40,NA,NA,NA,42.5,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/20/2008,582.3999,90,NA,NA,348,10.75,179.9,16.1375,62.25,NA,NA,NA,NA,NA,28,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,52.5,NA,NA,NA,40,NA,NA,NA,44.5,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/21/2008,582.3999,90,NA,NA,348,10.75,179.9,16.1375,63.5,NA,NA,NA,NA,NA,28,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,53.25,NA,NA,NA,40,NA,NA,NA,47.5,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/22/2008,582.3999,90,NA,NA,348,10.75,179.9,16.1375,63.5,NA,NA,NA,NA,NA,28,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,53.25,NA,NA,NA,40,NA,NA,NA,47.5,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/25/2008,582.3999,90,NA,NA,348,10.75,179.9,16.66248,63.5,NA,NA,NA,NA,NA,28,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,53.25,NA,NA,NA,40,NA,NA,NA,47.5,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,102.6,NA,82.89749,90,10.25,NA
2/26/2008,582.3999,90,NA,NA,348,11.75,179.9,16.66248,66,NA,NA,NA,NA,NA,28.5,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,62.89749,NA,NA,NA,NA,NA,NA,45,NA,NA,223,92,NA,NA,NA,52.25,NA,NA,NA,40,NA,NA,NA,47.5,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,102.6,NA,82.89749,90,10.25,NA
