Breakdown of holdings under the private sector components of the PEPP*,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Backed Securities,,,,,,,Covered Bonds,,,,,,,Corporate bonds,,,,,,,Commercial Paper,,,,,
End of Month,Primary market holdings,Share PM,Secondary market holdings,Share SM,Total holdings,,End of Month,Primary market holdings,Share PM,Secondary market holdings,Share SM,Total holdings,,End of Month,Primary market holdings,Share PM,Secondary market holdings,Share SM,Total holdings,,End of Month,Primary market holdings,Share PM,Secondary market holdings,Share SM,Total holdings
May-20,0,0.00%,0,0.00%,0,,May-20,419,19.96%,1680,80.04%,2099,,May-20,6602,62.41%,3977,37.59%,10579,,May-20,28741,81.23%,6643,18.77%,35384
"*at amortised cost, eur millions. Previous month's figures subject to revision. Figures reported net of redemptions.",,,,,,,,,,,,,,,,,,,,,,,,,,
Figures may not add up due to rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,
